family,father,mother,midparentHeight,children,childNum,gender,childHeight
107,69.0,66.0,70.14,9,5,female,66.5
107,69.0,66.0,70.14,9,6,female,65.5
107,69.0,66.0,70.14,9,7,female,65.5
107,69.0,66.0,70.14,9,8,female,65.0
107,69.0,66.0,70.14,9,9,female,64.0
108,69.0,65.0,69.6,7,1,male,70.0
108,69.0,65.0,69.6,7,2,male,68.5
108,69.0,65.0,69.6,7,3,male,67.0
108,69.0,65.0,69.6,7,4,female,65.0
108,69.0,65.0,69.6,7,5,female,64.0
108,69.0,65.0,69.6,7,6,female,63.5
108,69.0,65.0,69.6,7,7,female,61.0
109,69.5,64.5,69.58,7,1,male,69.7
109,69.5,64.5,69.58,7,2,male,68.0
109,69.5,64.5,69.58,7,3,male,60.0
109,69.5,64.5,69.58,7,4,female,65.2
109,69.5,64.5,69.58,7,5,female,64.5
109,69.5,64.5,69.58,7,6,female,63.7
109,69.5,64.5,69.58,7,7,female,60.0
110,69.2,64.0,69.16,4,1,male,71.7
110,69.2,64.0,69.16,4,2,male,66.5
110,69.2,64.0,69.16,4,3,female,65.0
110,69.2,64.0,69.16,4,4,female,63.5
111,69.0,63.5,68.79,1,1,female,65.5
112,69.0,63.0,68.52,3,1,male,69.0
112,69.0,63.0,68.52,3,2,female,67.5
112,69.0,63.0,68.52,3,3,female,63.5
113,69.0,63.0,68.52,1,1,male,72.0
114,69.0,63.0,68.52,6,1,male,73.0
114,69.0,63.0,68.52,6,2,male,70.0
114,69.0,63.0,68.52,6,3,male,70.0
114,69.0,63.0,68.52,6,4,male,64.0
114,69.0,63.0,68.52,6,5,female,66.0
114,69.0,63.0,68.52,6,6,female,62.0
115,69.0,63.5,68.79,7,1,male,70.5
115,69.0,63.5,68.79,7,2,male,67.0
115,69.0,63.5,68.79,7,3,male,66.0
115,69.0,63.5,68.79,7,4,female,65.0
115,69.0,63.5,68.79,7,5,female,63.0
115,69.0,63.5,68.79,7,6,female,62.0
115,69.0,63.5,68.79,7,7,female,61.0
116,69.0,63.5,68.79,3,1,male,70.5
116,69.0,63.5,68.79,3,2,female,63.7
116,69.0,63.5,68.79,3,3,female,63.0
117,69.7,62.0,68.33,1,1,female,62.5
118,69.5,62.0,68.23,3,1,male,73.0
118,69.5,62.0,68.23,3,2,male,72.0
118,69.5,62.0,68.23,3,3,male,69.0
119,69.0,62.0,67.98,5,1,male,73.0
119,69.0,62.0,67.98,5,2,male,71.0
119,69.0,62.0,67.98,5,3,male,71.0
119,69.0,62.0,67.98,5,4,male,69.0
119,69.0,62.0,67.98,5,5,female,63.0
120,69.5,62.0,68.23,11,1,male,72.0
120,69.5,62.0,68.23,11,2,male,70.0
120,69.5,62.0,68.23,11,3,male,67.8
120,69.5,62.0,68.23,11,4,female,65.2
120,69.5,62.0,68.23,11,5,female,64.7
120,69.5,62.0,68.23,11,6,female,64.5
120,69.5,62.0,68.23,11,7,female,63.5
120,69.5,62.0,68.23,11,8,female,63.5
120,69.5,62.0,68.23,11,9,female,62.5
120,69.5,62.0,68.23,11,10,female,62.0
120,69.5,62.0,68.23,11,11,female,61.5
121,69.0,62.5,68.25,8,1,male,71.0
121,69.0,62.5,68.25,8,2,male,70.0
121,69.0,62.5,68.25,8,3,male,70.0
121,69.0,62.5,68.25,8,4,male,69.0
121,69.0,62.5,68.25,8,5,female,63.5
121,69.0,62.5,68.25,8,6,female,62.5
121,69.0,62.5,68.25,8,7,female,62.5
121,69.0,62.5,68.25,8,8,female,62.0
122,69.0,62.0,67.98,4,1,male,72.0
122,69.0,62.0,67.98,4,2,male,68.0
122,69.0,62.0,67.98,4,3,female,66.0
122,69.0,62.0,67.98,4,4,female,66.0
123,69.5,61.0,67.69,5,1,male,70.0
123,69.5,61.0,67.69,5,2,male,69.5
123,69.5,61.0,67.69,5,3,male,69.0
123,69.5,61.0,67.69,5,4,female,63.0
123,69.5,61.0,67.69,5,5,female,62.0
124,69.0,61.0,67.44,9,1,male,68.0
124,69.0,61.0,67.44,9,2,male,68.0
124,69.0,61.0,67.44,9,3,male,67.5
124,69.0,61.0,67.44,9,4,male,64.0
124,69.0,61.0,67.44,9,5,male,63.0
124,69.0,61.0,67.44,9,6,male,63.0
124,69.0,61.0,67.44,9,7,female,63.5
124,69.0,61.0,67.44,9,8,female,62.0
124,69.0,61.0,67.44,9,9,female,62.0
125,69.0,60.0,66.9,3,1,male,70.5
125,69.0,60.0,66.9,3,2,female,68.0
125,69.0,60.0,66.9,3,3,female,62.5
126,69.0,60.0,66.9,4,1,male,69.0
126,69.0,60.0,66.9,4,2,male,66.0
126,69.0,60.0,66.9,4,3,female,61.7
126,69.0,60.0,66.9,4,4,female,60.5
127,69.0,60.5,67.17,1,1,male,69.5
128,68.7,70.5,72.42,2,1,male,71.0
128,68.7,70.5,72.42,2,2,female,61.7
129,68.5,67.0,70.43,3,1,male,73.0
129,68.5,67.0,70.43,3,2,male,71.0
129,68.5,67.0,70.43,3,3,female,67.0
130,68.5,66.5,70.16,11,1,male,70.0
130,68.5,66.5,70.16,11,2,male,69.0
130,68.5,66.5,70.16,11,3,male,69.0
130,68.5,66.5,70.16,11,4,male,68.7
130,68.5,66.5,70.16,11,5,male,68.5
130,68.5,66.5,70.16,11,6,male,68.5
130,68.5,66.5,70.16,11,7,male,68.0
130,68.5,66.5,70.16,11,8,male,68.0
130,68.5,66.5,70.16,11,9,male,68.0
130,68.5,66.5,70.16,11,10,male,66.2
130,68.5,66.5,70.16,11,11,female,63.2
131,68.0,65.0,69.1,2,1,male,67.5
131,68.0,65.0,69.1,2,2,male,66.0
132,68.0,65.5,69.37,2,1,male,66.0
132,68.0,65.5,69.37,2,2,female,64.0
133,68.0,65.5,69.37,7,1,male,71.7
133,68.0,65.5,69.37,7,2,male,71.5
133,68.0,65.5,69.37,7,3,male,70.7
133,68.0,65.5,69.37,7,4,male,65.5
133,68.0,65.5,69.37,7,5,female,66.5
133,68.0,65.5,69.37,7,6,female,65.2
133,68.0,65.5,69.37,7,7,female,61.5
134,68.0,65.0,69.1,4,1,male,72.0
134,68.0,65.0,69.1,4,2,male,72.0
134,68.0,65.0,69.1,4,3,female,68.0
134,68.0,65.0,69.1,4,4,female,66.0
135,68.5,65.0,69.35,8,1,male,69.2
135,68.5,65.0,69.35,8,2,male,68.0
135,68.5,65.0,69.35,8,3,male,66.0
135,68.5,65.0,69.35,8,4,male,66.0
135,68.5,65.0,69.35,8,5,female,62.0
135,68.5,65.0,69.35,8,6,female,61.5
135,68.5,65.0,69.35,8,7,female,61.0
135,68.5,65.0,69.35,8,8,female,60.0
136A,68.5,65.0,69.35,8,1,male,72.0
136A,68.5,65.0,69.35,8,2,male,70.5
136A,68.5,65.0,69.35,8,3,male,68.7
136A,68.5,65.0,69.35,8,4,male,68.5
136A,68.5,65.0,69.35,8,5,male,67.7
136A,68.5,65.0,69.35,8,6,female,64.0
136A,68.5,65.0,69.35,8,7,female,63.5
136A,68.5,65.0,69.35,8,8,female,63.0
136,68.0,64.0,68.56,10,1,male,71.0
136,68.0,64.0,68.56,10,2,male,68.0
136,68.0,64.0,68.56,10,3,male,68.0
136,68.0,64.0,68.56,10,4,male,67.0
136,68.0,64.0,68.56,10,5,female,65.0
136,68.0,64.0,68.56,10,6,female,64.0
136,68.0,64.0,68.56,10,7,female,63.0
136,68.0,64.0,68.56,10,8,female,63.0
136,68.0,64.0,68.56,10,9,female,62.0
136,68.0,64.0,68.56,10,10,female,61.0
137,68.0,64.0,68.56,4,1,male,66.0
137,68.0,64.0,68.56,4,2,male,63.0
137,68.0,64.0,68.56,4,3,female,65.5
137,68.0,64.0,68.56,4,4,female,62.0
138,68.0,64.0,68.56,5,1,male,71.2
138,68.0,64.0,68.56,5,2,male,71.2
138,68.0,64.0,68.56,5,3,male,69.0
138,68.0,64.0,68.56,5,4,male,68.5
138,68.0,64.0,68.56,5,5,female,62.5
139,68.0,64.5,68.83,1,1,female,62.0
140,68.0,64.0,68.56,10,1,male,69.0
140,68.0,64.0,68.56,10,2,male,67.0
140,68.0,64.0,68.56,10,3,male,66.0
140,68.0,64.0,68.56,10,4,female,66.0
140,68.0,64.0,68.56,10,5,female,66.0
140,68.0,64.0,68.56,10,6,female,65.0
140,68.0,64.0,68.56,10,7,female,65.0
140,68.0,64.0,68.56,10,8,female,65.0
140,68.0,64.0,68.56,10,9,female,64.0
140,68.0,64.0,68.56,10,10,female,63.0
141,68.0,63.0,68.02,8,1,male,70.5
141,68.0,63.0,68.02,8,2,male,70.0
141,68.0,63.0,68.02,8,3,male,68.0
141,68.0,63.0,68.02,8,4,male,66.0
141,68.0,63.0,68.02,8,5,male,66.0
141,68.0,63.0,68.02,8,6,female,66.0
141,68.0,63.0,68.02,8,7,female,62.0
141,68.0,63.0,68.02,8,8,female,61.5
142,68.5,63.5,68.54,4,1,male,73.5
142,68.5,63.5,68.54,4,2,male,70.0
142,68.5,63.5,68.54,4,3,male,69.5
142,68.5,63.5,68.54,4,4,female,65.5
143,68.0,63.0,68.02,1,1,male,67.0
144,68.0,63.0,68.02,4,1,male,70.0
144,68.0,63.0,68.02,4,2,male,68.0
144,68.0,63.0,68.02,4,3,female,64.5
144,68.0,63.0,68.02,4,4,female,64.0
145,68.0,63.0,68.02,8,1,male,71.0
145,68.0,63.0,68.02,8,2,male,68.0
145,68.0,63.0,68.02,8,3,male,66.0
145,68.0,63.0,68.02,8,4,male,65.5
145,68.0,63.0,68.02,8,5,male,65.0
145,68.0,63.0,68.02,8,6,female,63.0
145,68.0,63.0,68.02,8,7,female,62.0
145,68.0,63.0,68.02,8,8,female,62.0
146,68.0,63.0,68.02,6,1,male,67.0
146,68.0,63.0,68.02,6,2,male,67.0
146,68.0,63.0,68.02,6,3,male,66.0
146,68.0,63.0,68.02,6,4,female,64.0
146,68.0,63.0,68.02,6,5,female,63.5
146,68.0,63.0,68.02,6,6,female,61.0
147,68.5,63.5,68.54,1,1,male,68.2
148,68.0,63.0,68.02,1,1,male,70.0
149,68.2,63.5,68.39,5,1,male,70.0
149,68.2,63.5,68.39,5,2,male,69.0
149,68.2,63.5,68.39,5,3,male,67.0
149,68.2,63.5,68.39,5,4,male,65.5
149,68.2,63.5,68.39,5,5,female,64.5
150,68.0,62.5,67.75,1,1,male,68.5
151,68.7,62.0,67.83,2,1,male,67.7
151,68.7,62.0,67.83,2,2,female,61.7
152,68.0,62.5,67.75,1,1,male,66.5
153,68.0,61.0,66.94,5,1,male,68.5
153,68.0,61.0,66.94,5,2,male,68.0
153,68.0,61.0,66.94,5,3,male,64.0
153,68.0,61.0,66.94,5,4,female,63.5
153,68.0,61.0,66.94,5,5,female,63.0
154,68.0,60.2,66.508,1,1,male,66.7
155,68.0,60.0,66.4,7,1,male,64.0
155,68.0,60.0,66.4,7,2,female,61.0
155,68.0,60.0,66.4,7,3,female,61.0
155,68.0,60.0,66.4,7,4,female,60.0
155,68.0,60.0,66.4,7,5,female,60.0
155,68.0,60.0,66.4,7,6,female,60.0
155,68.0,60.0,66.4,7,7,female,56.0
156,68.0,60.0,66.4,4,1,male,67.5
156,68.0,60.0,66.4,4,2,male,67.0
156,68.0,60.0,66.4,4,3,male,66.5
156,68.0,60.0,66.4,4,4,female,60.0
157,68.5,59.0,66.11,1,1,male,69.0
158,68.0,59.0,65.86,10,1,male,68.0
158,68.0,59.0,65.86,10,2,male,65.0
158,68.0,59.0,65.86,10,3,male,64.7
158,68.0,59.0,65.86,10,4,male,64.0
158,68.0,59.0,65.86,10,5,male,64.0
158,68.0,59.0,65.86,10,6,male,63.0
158,68.0,59.0,65.86,10,7,female,65.0
158,68.0,59.0,65.86,10,8,female,65.0
158,68.0,59.0,65.86,10,9,female,62.0
158,68.0,59.0,65.86,10,10,female,61.0
159,67.0,66.2,69.248,5,1,male,72.7
159,67.0,66.2,69.248,5,2,male,72.7
159,67.0,66.2,69.248,5,3,male,71.5
159,67.0,66.2,69.248,5,4,female,65.5
159,67.0,66.2,69.248,5,5,female,63.5
160,67.0,66.5,69.41,1,1,male,71.0
161,67.0,66.0,69.14,8,1,male,73.0
161,67.0,66.0,69.14,8,2,male,71.0
161,67.0,66.0,69.14,8,3,male,70.7
161,67.0,66.0,69.14,8,4,male,70.0
161,67.0,66.0,69.14,8,5,male,69.0
161,67.0,66.0,69.14,8,6,female,68.0
161,67.0,66.0,69.14,8,7,female,65.5
161,67.0,66.0,69.14,8,8,female,62.0
162,67.0,65.0,68.6,6,1,male,69.7
162,67.0,65.0,68.6,6,2,male,67.5
162,67.0,65.0,68.6,6,3,female,65.5
162,67.0,65.0,68.6,6,4,female,65.0
162,67.0,65.0,68.6,6,5,female,64.5
162,67.0,65.0,68.6,6,6,female,63.5
163,67.0,65.5,68.87,5,1,male,70.0
163,67.0,65.5,68.87,5,2,male,69.0
163,67.0,65.5,68.87,5,3,female,65.5
163,67.0,65.5,68.87,5,4,female,65.5
163,67.0,65.5,68.87,5,5,female,63.0
164,67.0,65.5,68.87,4,1,male,70.0
164,67.0,65.5,68.87,4,2,male,67.7
164,67.0,65.5,68.87,4,3,female,63.0
164,67.0,65.5,68.87,4,4,female,60.0
165,67.0,65.0,68.6,3,1,male,65.0
165,67.0,65.0,68.6,3,2,female,62.0
165,67.0,65.0,68.6,3,3,female,62.0
166,67.5,65.0,68.85,11,1,male,71.0
166,67.5,65.0,68.85,11,2,male,69.0
166,67.5,65.0,68.85,11,3,female,64.0
166,67.5,65.0,68.85,11,4,female,64.0
166,67.5,65.0,68.85,11,5,female,63.0
166,67.5,65.0,68.85,11,6,female,63.0
166,67.5,65.0,68.85,11,7,female,63.0
166,67.5,65.0,68.85,11,8,female,63.0
166,67.5,65.0,68.85,11,9,female,63.0
166,67.5,65.0,68.85,11,10,female,62.5
166,67.5,65.0,68.85,11,11,female,62.0
167,67.0,64.0,68.06,4,1,male,71.5
167,67.0,64.0,68.06,4,2,male,70.0
167,67.0,64.0,68.06,4,3,male,67.0
167,67.0,64.0,68.06,4,4,male,67.0
168,67.0,63.5,67.79,8,1,male,71.0
168,67.0,63.5,67.79,8,2,male,70.2
168,67.0,63.5,67.79,8,3,male,69.2
168,67.0,63.5,67.79,8,4,male,68.5
168,67.0,63.5,67.79,8,5,male,68.0
168,67.0,63.5,67.79,8,6,male,67.0
168,67.0,63.5,67.79,8,7,male,65.5
168,67.0,63.5,67.79,8,8,female,63.5
169,67.0,63.0,67.52,3,1,male,69.0
169,67.0,63.0,67.52,3,2,male,68.0
169,67.0,63.0,67.52,3,3,female,63.0
170,67.5,62.0,67.23,5,1,male,70.0
170,67.5,62.0,67.23,5,2,male,69.5
170,67.5,62.0,67.23,5,3,male,69.0
170,67.5,62.0,67.23,5,4,male,68.5
170,67.5,62.0,67.23,5,5,female,66.0
171,67.0,61.0,66.44,1,1,male,67.0
172,66.0,67.0,69.18,8,1,male,70.5
172,66.0,67.0,69.18,8,2,male,70.5
172,66.0,67.0,69.18,8,3,male,67.0
172,66.0,67.0,69.18,8,4,male,66.0
172,66.0,67.0,69.18,8,5,male,66.0
172,66.0,67.0,69.18,8,6,female,62.0
172,66.0,67.0,69.18,8,7,female,62.0
172,66.0,67.0,69.18,8,8,female,61.5
173,66.0,67.0,69.18,9,1,male,72.0
173,66.0,67.0,69.18,9,2,male,65.0
173,66.0,67.0,69.18,9,3,male,65.0
173,66.0,67.0,69.18,9,4,female,67.0
173,66.0,67.0,69.18,9,5,female,64.0
173,66.0,67.0,69.18,9,6,female,64.0
173,66.0,67.0,69.18,9,7,female,62.0
173,66.0,67.0,69.18,9,8,female,60.0
173,66.0,67.0,69.18,9,9,female,60.0
174,66.0,66.0,68.64,5,1,male,66.0
174,66.0,66.0,68.64,5,2,male,65.0
174,66.0,66.0,68.64,5,3,female,67.0
174,66.0,66.0,68.64,5,4,female,66.5
174,66.0,66.0,68.64,5,5,female,65.5
175,66.0,66.0,68.64,6,1,male,72.0
175,66.0,66.0,68.64,6,2,male,68.0
175,66.0,66.0,68.64,6,3,female,66.0
175,66.0,66.0,68.64,6,4,female,65.0
175,66.0,66.0,68.64,6,5,female,62.0
175,66.0,66.0,68.64,6,6,female,61.0
176,66.5,65.0,68.35,8,1,male,68.7
176,66.5,65.0,68.35,8,2,male,68.5
176,66.5,65.0,68.35,8,3,male,66.5
176,66.5,65.0,68.35,8,4,male,64.5
176,66.5,65.0,68.35,8,5,female,62.5
176,66.5,65.0,68.35,8,6,female,60.5
176,66.5,65.0,68.35,8,7,female,60.5
176,66.5,65.0,68.35,8,8,female,57.5
177,66.0,65.5,68.37,5,1,male,72.0
177,66.0,65.5,68.37,5,2,male,71.0
177,66.0,65.5,68.37,5,3,male,67.0
177,66.0,65.5,68.37,5,4,female,66.0
177,66.0,65.5,68.37,5,5,female,65.0
178,66.0,63.0,67.02,1,1,male,70.0
179,66.0,63.5,67.29,2,1,female,64.5
179,66.0,63.5,67.29,2,2,female,62.0
180,66.5,63.0,67.27,6,1,male,67.2
180,66.5,63.0,67.27,6,2,male,67.0
180,66.5,63.0,67.27,6,3,male,65.0
180,66.5,63.0,67.27,6,4,female,65.0
180,66.5,63.0,67.27,6,5,female,65.0
180,66.5,63.0,67.27,6,6,female,63.0
181,66.5,62.5,67.0,7,1,male,70.0
181,66.5,62.5,67.0,7,2,male,68.0
181,66.5,62.5,67.0,7,3,female,63.5
181,66.5,62.5,67.0,7,4,female,62.5
181,66.5,62.5,67.0,7,5,female,62.5
181,66.5,62.5,67.0,7,6,female,62.5
181,66.5,62.5,67.0,7,7,female,62.5
182,66.0,61.5,66.21,1,1,male,70.0
183,66.0,60.0,65.4,4,1,male,68.0
183,66.0,60.0,65.4,4,2,male,67.0
183,66.0,60.0,65.4,4,3,male,65.0
183,66.0,60.0,65.4,4,4,female,60.0
184,66.0,60.0,65.4,1,1,male,65.0
185,66.0,59.0,64.86,15,1,male,68.0
185,66.0,59.0,64.86,15,2,male,67.0
185,66.0,59.0,64.86,15,3,male,66.5
185,66.0,59.0,64.86,15,4,male,66.0
185,66.0,59.0,64.86,15,5,male,65.7
185,66.0,59.0,64.86,15,6,male,65.5
185,66.0,59.0,64.86,15,7,male,65.0
185,66.0,59.0,64.86,15,8,female,65.0
185,66.0,59.0,64.86,15,9,female,64.0
185,66.0,59.0,64.86,15,10,female,63.0
185,66.0,59.0,64.86,15,11,female,62.0
185,66.0,59.0,64.86,15,12,female,61.0
185,66.0,59.0,64.86,15,13,female,60.0
185,66.0,59.0,64.86,15,14,female,58.0
185,66.0,59.0,64.86,15,15,female,57.0
186,65.0,67.0,68.68,4,1,male,66.5
186,65.0,67.0,68.68,4,2,male,66.0
186,65.0,67.0,68.68,4,3,male,66.0
186,65.0,67.0,68.68,4,4,female,65.0
187,65.0,67.0,68.68,1,1,female,63.0
188,65.0,66.0,68.14,4,1,male,63.0
188,65.0,66.0,68.14,4,2,female,63.0
188,65.0,66.0,68.14,4,3,female,63.0
188,65.0,66.0,68.14,4,4,female,60.0
189,65.0,66.0,68.14,5,1,male,67.0
189,65.0,66.0,68.14,5,2,male,66.0
189,65.0,66.0,68.14,5,3,male,65.0
189,65.0,66.0,68.14,5,4,female,65.0
189,65.0,66.0,68.14,5,5,female,61.0
190,65.0,65.0,67.6,9,1,male,69.0
190,65.0,65.0,67.6,9,2,male,68.0
190,65.0,65.0,67.6,9,3,male,68.0
190,65.0,65.0,67.6,9,4,female,65.0
190,65.0,65.0,67.6,9,5,female,65.0
190,65.0,65.0,67.6,9,6,female,62.0
190,65.0,65.0,67.6,9,7,female,62.0
190,65.0,65.0,67.6,9,8,female,61.0
190,65.0,65.0,67.6,9,9,female,59.0
191,65.0,65.5,67.87,2,1,male,70.7
191,65.0,65.5,67.87,2,2,female,65.5
192,65.0,65.0,67.6,6,1,male,69.2
192,65.0,65.0,67.6,6,2,male,69.0
192,65.0,65.0,67.6,6,3,male,68.0
192,65.0,65.0,67.6,6,4,male,67.7
192,65.0,65.0,67.6,6,5,female,64.5
192,65.0,65.0,67.6,6,6,female,60.5
193,65.0,64.0,67.06,6,1,male,67.0
193,65.0,64.0,67.06,6,2,male,67.0
193,65.0,64.0,67.06,6,3,female,64.0
193,65.0,64.0,67.06,6,4,female,64.0
193,65.0,64.0,67.06,6,5,female,62.5
193,65.0,64.0,67.06,6,6,female,60.5
194,65.0,63.0,66.52,2,1,male,70.0
194,65.0,63.0,66.52,2,2,female,63.0
195,65.0,63.0,66.52,3,1,male,66.0
195,65.0,63.0,66.52,3,2,male,66.0
195,65.0,63.0,66.52,3,3,female,63.0
196,65.5,63.0,66.77,4,1,male,71.0
196,65.5,63.0,66.77,4,2,male,71.0
196,65.5,63.0,66.77,4,3,male,69.0
196,65.5,63.0,66.77,4,4,female,63.5
197,65.5,60.0,65.15,5,1,male,68.0
197,65.5,60.0,65.15,5,2,male,68.0
197,65.5,60.0,65.15,5,3,male,67.0
197,65.5,60.0,65.15,5,4,male,67.0
197,65.5,60.0,65.15,5,5,female,62.0
198,64.0,64.0,66.56,7,1,male,71.5
198,64.0,64.0,66.56,7,2,male,68.0
198,64.0,64.0,66.56,7,3,female,65.5
198,64.0,64.0,66.56,7,4,female,64.0
198,64.0,64.0,66.56,7,5,female,62.0
198,64.0,64.0,66.56,7,6,female,62.0
198,64.0,64.0,66.56,7,7,female,61.0
199,64.0,64.0,66.56,7,1,male,70.5
199,64.0,64.0,66.56,7,2,male,68.0
199,64.0,64.0,66.56,7,3,female,67.0
199,64.0,64.0,66.56,7,4,female,65.0
199,64.0,64.0,66.56,7,5,female,64.0
199,64.0,64.0,66.56,7,6,female,64.0
199,64.0,64.0,66.56,7,7,female,60.0
200,64.0,63.0,66.02,1,1,male,64.5
201,64.0,60.0,64.4,2,1,male,66.0
201,64.0,60.0,64.4,2,2,female,60.0
202,63.0,63.5,65.79,2,1,female,68.5
202,63.0,63.5,65.79,2,2,female,63.5
203,62.0,66.0,66.64,3,1,male,64.0
203,62.0,66.0,66.64,3,2,female,62.0
203,62.0,66.0,66.64,3,3,female,61.0
204,62.5,63.0,65.27,2,1,male,66.5
204,62.5,63.0,65.27,2,2,female,57.0
